tittle;rooms;price;meters;bathrooms;garage;terrace;zipcode;year;hotels
Piso en Ctra. de Carmona-Miraflores, Sevilla;3 hab.;163;78 m²;1;0;0;41008;0;1
Piso en Ctra. de Carmona-Miraflores, Sevilla;3 hab.;160;82 m²;1;0;0;41008;1970;1
Piso en Ctra. de Carmona-Miraflores, Sevilla;3 hab.;156,5;83 m²;1;0;0;41008;1972;1
Piso en Ctra. de Carmona-Miraflores, Sevilla;2 hab.;150;90 m²;1;1;1;41008;1981;1
Piso en Curtidurias, San Vicente, Sevilla;1 hab.;180;60 m²;1;1;0;41002;2007;17
Piso en Darsena, San Vicente, Sevilla;2 hab.;126;46 m²;1;0;0;41002;0;17
Piso en Darsena, San Vicente, Sevilla;2 hab.;235;75 m²;1;0;0;41002;1970;17
Piso en descalzos, Encarnación-Las Setas, Sevilla;1 hab.;199;69 m²;1;0;0;41003;1981;44
Piso en Doctor Fedriani, Sevilla;3 hab.;90;70 m²;1;0;1;41009;1972;2
Piso en Doctor Fedriani, Sevilla;2 hab.;91,5;69 m²;1;0;0;41009;0;2
Piso en Doctor Fedriani, Sevilla;2 hab.;110;78 m²;1;0;1;41009;1982;2
Piso en Doctor Fedriani, Sevilla;3 hab.;140;80 m²;1;0;0;41009;1974;2
Piso en Doctor Fedriani, Sevilla;3 hab.;145;120 m²;2;0;0;41009;1967;2
Piso en Doctor Fedriani, Sevilla;3 hab.;167;88 m²;2;0;1;41009;1984;2
Piso en Doctor Fedriani, Sevilla;3 hab.;159;95 m²;1;0;0;41009;1969;2
Piso en Dolores Ibarruri Pasionaria, 4, Su Eminencia - La Oliva, Sevilla;3 hab.;68;91 m²;1;1;1;41013;1996;3
Piso en Dolores Ibarruri, Su Eminencia - La Oliva, Sevilla;3 hab.;52;103 m²;2;1;1;41013;1996;3
Piso en Dolores Ibarruri, Su Eminencia - La Oliva, Sevilla;2 hab.;64;103 m²;2;1;1;41013;1996;3
Piso en Dolores Ibarruri, Su Eminencia - La Oliva, Sevilla;3 hab.;93;103 m²;2;1;1;41013;1996;3
Piso en EDUARDO CANO, s/n, San Vicente, Sevilla;3 hab.;220;75 m²;1;0;0;41002;0;17
Piso en El Juncal - El Porvenir, Sevilla;2 hab.;114;70 m²;1;0;0;41013;1963;3
Piso en El Juncal - El Porvenir, Sevilla;3 hab.;240;120 m²;2;1;0;41013;0;3
Piso en El Juncal - El Porvenir, Sevilla;3 hab.;177;85 m²;1;0;0;41013;1970;3
Piso en El Porvenir, Sevilla;4 hab.;1.100.000€;236 m²;3;1;1;41013;1950;3
Piso en El Porvenir, Sevilla;4 hab.;700;290 m²;3;1;1;41013;1957;3
Piso en El Porvenir, Sevilla;4 hab.;500;180 m²;2;0;0;41013;0;3
Piso en El Porvenir, Sevilla;7 hab.;399;185 m²;2;0;0;41013;1952;3
Piso en El Porvenir, Sevilla;5 hab.;392,5;198 m²;2;0;0;41013;1955;3
Piso en El Porvenir, Sevilla;4 hab.;360;175 m²;2;0;1;41013;1965;3
Piso en El Porvenir, Sevilla;4 hab.;360;175 m²;2;0;1;41013;0;3
Piso en Electricidad, Santa Aurelia, Sevilla;3 hab.;131;102 m²;2;0;0;41006;2003;1
Piso en ELECTRICIDAD, Santa Aurelia, Sevilla;3 hab.;133;100 m²;2;1;0;41006;2004;1
Piso en Emilia Barral, Parque Alcosa, Sevilla;3 hab.;145;84 m²;2;1;0;41019;2001;0
Piso en Emilio Lemos, Sevilla;2 hab.;108;96 m²;1;0;0;41020;1995;6
Piso en Emilio Lemos, Sevilla;2 hab.;110;97 m²;1;1;0;41020;1995;6
Piso en Emilio Lemos, Sevilla;2 hab.;114,98;70 m²;1;1;1;41020;2012;6
Piso en Emilio Lemos, Sevilla;3 hab.;119,99;75 m²;1;1;0;41020;2009;6
Piso en Emilio Lemos, Sevilla;2 hab.;130;71 m²;1;1;0;41020;1996;6
Piso en Emilio Lemos, Sevilla;3 hab.;142;105 m²;1;1;1;41020;1999;6
Piso en Emilio Lemos, Sevilla;3 hab.;146;83 m²;2;1;0;41020;1995;6
Piso en Emilio Lemos, Sevilla;3 hab.;236;118 m²;2;1;1;41020;2005;6
Piso en Emilio Lemos, Sevilla;4 hab.;181;111 m²;2;1;0;41020;0;6
Piso en Emilio Lemos, Sevilla;2 hab.;170;72 m²;1;1;0;41020;2010;6
Piso en Emilio Lemos, Sevilla;4 hab.;170;108 m²;2;1;0;41020;2011;6
Piso en Encarnación-Las Setas, Sevilla;4 hab.;660;128 m²;2;0;1;41003;0;44
Piso en Encarnación-Las Setas, Sevilla;4 hab.;530;195 m²;2;0;1;41003;0;44
Piso en Encarnación-Las Setas, Sevilla;4 hab.;495;160 m²;3;1;1;41003;1978;44
Piso en Encarnación-Las Setas, Sevilla;2 hab.;305;105 m²;1;0;0;41003;0;44
Piso en Encarnación-Las Setas, Sevilla;2 hab.;305;105 m²;1;0;0;41003;0;44
Piso en Encarnación-Las Setas, Sevilla;2 hab.;296,94;80 m²;1;0;0;41003;1967;44
Piso en Encarnación-Las Setas, Sevilla;2 hab.;295;80 m²;1;0;0;41003;0;44
Piso en Encarnación-Las Setas, Sevilla;1 hab.;240;55 m²;1;0;0;41003;0;44
Piso en Encarnación-Las Setas, Sevilla;1 hab.;195;58 m²;1;0;0;41003;1970;44
Piso en ESPERANZA DE TRIANA, López de Gomara, Sevilla;4 hab.;335;135 m²;2;0;1;41010;0;5
Piso en esturión, San Jerónimo, Sevilla;3 hab.;49;50 m²;1;0;1;41015;1964;0
Piso en Felipe II - Bueno Monreal, Sevilla;4 hab.;735;258 m²;3;0;0;41013;1942;3
Piso en Felipe II - Bueno Monreal, Sevilla;4 hab.;735;258 m²;3;0;0;41013;0;3
Piso en Felipe II - Bueno Monreal, Sevilla;7 hab.;525;271 m²;4;0;0;41013;1942;3
Piso en Felipe II - Bueno Monreal, Sevilla;3 hab.;345;138 m²;1;0;0;41013;0;3
Piso en Felipe II - Bueno Monreal, Sevilla;4 hab.;339,99;134 m²;2;0;1;41013;1976;3
Piso en Felipe II - Bueno Monreal, Sevilla;4 hab.;303,5;132 m²;2;0;1;41013;1955;3
Piso en Felipe II - Bueno Monreal, Sevilla;1 hab.;215;130 m²;1;0;0;41013;0;3
Piso en Felipe II - Bueno Monreal, Sevilla;3 hab.;190;67 m²;1;0;0;41013;1955;3
Piso en Feria, 110, Feria, Sevilla;2 hab.;245;61 m²;1;0;0;41002;0;17
Piso en Feria, Sevilla;1 hab.;116;37 m²;1;0;0;41003;0;44
Piso en Feria, Sevilla;3 hab.;550;130 m²;2;1;0;41003;2006;44
Piso en Feria, Sevilla;2 hab.;310;89 m²;1;0;0;41003;0;44
Piso en Feria, Sevilla;2 hab.;299;82 m²;1;1;0;41003;2005;44
Piso en Feria, Sevilla;3 hab.;255;83 m²;1;0;0;41003;0;44
Piso en Feria, Sevilla;2 hab.;249,9;103 m²;1;0;1;41003;2018;44
Piso en Feria, Sevilla;3 hab.;249;102 m²;2;0;0;41003;1991;44
Piso en Feria, Sevilla;3 hab.;236;80 m²;1;0;0;41003;0;44
Piso en Feria, Sevilla;3 hab.;190;97 m²;1;0;0;41003;1965;44
Piso en Feria, Sevilla;3 hab.;190;97 m²;1;0;0;41003;1965;44
Piso en Feria, Sevilla;1 hab.;175;50 m²;1;0;0;41003;2008;44
Piso en Fernando de Rojas, La Plata, Sevilla;2 hab.;43,3;48 m²;1;0;0;41006;1968;1
Piso en Fragua de Vulcano, San Pablo, Sevilla;2 hab.;65;63 m²;1;0;0;41007;1963;3
Piso en GENOVA, Plaza de Cuba - República Argentina, Sevilla;4 hab.;550;187 m²;3;0;1;41011;1971;2
Piso en GENOVA, Plaza de Cuba - República Argentina, Sevilla;4 hab.;550;187 m²;3;0;1;41011;1971;2
Piso en Genova, Plaza de Cuba - República Argentina, Sevilla;4 hab.;550;187 m²;3;0;1;41011;1971;2
Piso en Gladiolo, Pio Xii, Sevilla;3 hab.;75;67 m²;1;0;1;41008;1958;1
Piso en glorieta de las Cigarreras, Asunción - Adolfo Suárez, Sevilla;5 hab.;925;265 m²;4;1;1;41011;0;2
Piso en glorieta de Letonia, Los Bermejales, Sevilla;3 hab.;360;120 m²;2;1;0;41012;2011;3
Piso en Graham Bell, 1, Barrio León - Tardón, Sevilla;4 hab.;471,11;180 m²;2;0;0;41010;1992;5
Piso en Gran Plaza - Marqués de Pickman - Ciudad Jardín, Sevilla;3 hab.;139;75 m²;1;0;0;41005;0;2
Piso en Gran Plaza - Marqués de Pickman - Ciudad Jardín, Sevilla;3 hab.;139;76 m²;1;0;0;41005;1946;2
Piso en Gran Plaza - Marqués de Pickman - Ciudad Jardín, Sevilla;3 hab.;142,9;100 m²;1;0;1;41005;0;2
Piso en Gran Plaza - Marqués de Pickman - Ciudad Jardín, Sevilla;3 hab.;239,9;103 m²;1;0;1;41005;0;2
Piso en Gran Plaza - Marqués de Pickman - Ciudad Jardín, Sevilla;4 hab.;204;82 m²;1;1;0;41005;1929;2
Piso en Gran Plaza - Marqués de Pickman - Ciudad Jardín, Sevilla;3 hab.;179,99;77 m²;1;0;0;41005;1929;2
Piso en Gravina, Arenal - Museo, Sevilla;2 hab.;196;65 m²;1;0;0;41001;0;48
Piso en Grupo Los Príncipes P VII, Villegas - Los Principes, Sevilla;3 hab.;120;83 m²;1;0;0;41008;1981;1
Piso en Grupo Macarena Tres Huertas, Doctor Fedriani, Sevilla;4 hab.;175;99 m²;2;0;0;41009;1981;2
Piso en Hernán Cortés, Plaza de la Gavidia-San Lorenzo, Sevilla;3 hab.;417,5;133 m²;2;0;1;41002;0;17
Piso en Jardines de Hércules, Sevilla;3 hab.;383;197 m²;2;1;1;41014;2008;3
Piso en Jardines de Hércules, Sevilla;3 hab.;240;119 m²;2;1;1;41014;2006;3
Piso en Jardines de Hércules, Sevilla;3 hab.;235;102 m²;2;0;0;41014;0;3
Piso en Jardines de Hércules, Sevilla;3 hab.;235;110 m²;2;1;1;41014;2006;3
Piso en Jardines de Hércules, Sevilla;3 hab.;235;115 m²;2;1;1;41014;2006;3
Piso en Jardines de Hércules, Sevilla;3 hab.;230;102 m²;2;1;1;41014;2005;3
Piso en Jardines de Hércules, Sevilla;3 hab.;220;110 m²;2;1;1;41014;2006;3
Piso en Jimenez Aranda, 6,, San Bernardo-Buhaira-Huerta del Rey, Sevilla;4 hab.;222;88 m²;1;0;0;41018;0;5
Piso en JOSÉ LAGUILLO PUERTA OSARIO, s/n, Puerta Carmona-Puerta Osario-Amador de los Ríos, Sevilla;5 hab.;510;186 m²;3;1;0;41003;1999;44
Piso en Juan XXIII, Sevilla;3 hab.;71;70 m²;1;0;1;41006;1971;1
Piso en La Palmera - Manuel Siurot, Sevilla;2 hab.;359;97 m²;2;1;0;41013;2008;3
Piso en La Palmera - Manuel Siurot, Sevilla;4 hab.;210;104 m²;1;1;0;41013;0;3
Piso en La Plata, Sevilla;2 hab.;50;54 m²;1;0;0;41006;0;1
Piso en La Plata, Sevilla;3 hab.;125;66 m²;1;0;1;41006;0;1
Piso en la raza, Felipe II - Bueno Monreal, Sevilla;3 hab.;550;198 m²;2;1;0;41013;1955;3
Piso en La Salle-Avd Manuel del Valle-Las Naciones, Sevilla;3 hab.;75;73 m²;1;0;1;41008;1970;1
Piso en La Salle-Avd Manuel del Valle-Las Naciones, Sevilla;3 hab.;153;90 m²;2;0;0;41008;1989;1
Piso en La Salle-Avd Manuel del Valle-Las Naciones, Sevilla;4 hab.;254,52;109 m²;2;1;0;41008;0;1
Piso en La Salle-Avd Manuel del Valle-Las Naciones, Sevilla;4 hab.;158;110 m²;2;0;0;41008;1989;1
Piso en La Salle-Avd Manuel del Valle-Las Naciones, Sevilla;3 hab.;155;87 m²;1;1;1;41008;1985;1
Piso en La Salle-Avd Manuel del Valle-Las Naciones, Sevilla;3 hab.;153;90 m²;2;0;0;41008;1989;1
Piso en Las Almenas, Los Carteros - San Diego, Sevilla;4 hab.;125;98 m²;2;0;1;41015;1982;0
Piso en Leon XIII, 78, Parlamento - Torneo, Sevilla;3 hab.;155;95 m²;1;0;0;41009;1980;2
Piso en Lisboa, Cerro del Águila, Sevilla;3 hab.;112;68 m²;1;0;0;41006;1975;1
Piso en LOGROÑO BELLAVISTA, 1, Bellavista, Sevilla;1 hab.;58;46 m²;1;0;1;41014;1991;3
Piso en López de Gomara, Sevilla;4 hab.;525;210 m²;2;0;1;41010;0;5
Piso en López de Gomara, Sevilla;6 hab.;450;194 m²;3;0;1;41010;1972;5
Piso en López de Gomara, Sevilla;5 hab.;423,677;130 m²;2;0;0;41010;0;5
Piso en López de Gomara, Sevilla;3 hab.;365;120 m²;2;0;0;41010;1963;5
Piso en López de Gomara, Sevilla;2 hab.;330;100 m²;2;0;0;41010;0;5
Piso en López de Gomara, Sevilla;3 hab.;327;98 m²;1;0;0;41010;2006;5
Piso en López de Gomara, Sevilla;2 hab.;254,4;67 m²;1;0;0;41010;1985;5
Piso en Los Bermejales, Sevilla;2 hab.;208;70 m²;2;1;1;41012;2000;3
Piso en Los Bermejales, Sevilla;3 hab.;175;90 m²;2;1;0;41012;2009;3
Piso en Los Carteros - San Diego, Sevilla;3 hab.;124;88 m²;1;0;1;41015;1974;0
Piso en Los Carteros - San Diego, Sevilla;4 hab.;128;103 m²;2;0;0;41015;1982;0
Piso en Los Carteros - San Diego, Sevilla;3 hab.;149,505;83 m²;2;1;1;41015;2005;0
Piso en Luis Montoto - Santa Justa, Sevilla;3 hab.;146,5;78 m²;1;0;1;41018;0;5
Piso en Luis Montoto - Santa Justa, Sevilla;3 hab.;365;164 m²;2;0;1;41018;1974;5
Piso en Luis Montoto - Santa Justa, Sevilla;4 hab.;355;163 m²;3;1;0;41018;1970;5
Piso en Luis Montoto - Santa Justa, Sevilla;4 hab.;350;143 m²;2;0;0;41018;1970;5
Piso en Luis Montoto - Santa Justa, Sevilla;3 hab.;335;130 m²;2;1;1;41018;1974;5
Piso en Luis Montoto - Santa Justa, Sevilla;3 hab.;300;130 m²;2;1;0;41018;0;5
Piso en Luis Montoto - Santa Justa, Sevilla;3 hab.;290;115 m²;1;1;1;41018;1969;5
Piso en Luis Montoto - Santa Justa, Sevilla;3 hab.;260;100 m²;2;0;1;41018;0;5
Piso en Luis Montoto - Santa Justa, Sevilla;1 hab.;250;54 m²;1;1;0;41018;1994;5
Piso en macedonia, San Pablo, Sevilla;4 hab.;185;129 m²;2;0;1;41007;0;3
Piso en Macedonia, San Pablo, Sevilla;4 hab.;185;140 m²;2;0;1;41007;0;3
Piso en Mayorales, Pino Montano, Sevilla;3 hab.;83;80 m²;1;0;0;41015;1982;0
Piso en MIÑO, Parque de los Principes - Calle Niebla, Sevilla;3 hab.;430;132 m²;2;0;1;41011;0;2
Piso en MORATIN, Arenal - Museo, Sevilla;4 hab.;535;160 m²;2;1;0;41001;0;48
Piso en Nervión - Manuel Casana, Nervión, Sevilla;6 hab.;360;153 m²;2;0;1;41005;0;2
Piso en Nervión, Sevilla;4 hab.;630;160 m²;2;1;1;41005;0;2
Piso en Nervión, Sevilla;5 hab.;520;181 m²;3;0;1;41005;0;2
Piso en Nervión, Sevilla;5 hab.;498;208 m²;2;1;1;41005;0;2
Piso en Nervión, Sevilla;4 hab.;480;179 m²;2;1;1;41005;1987;2
Piso en Nervión, Sevilla;3 hab.;450;107 m²;2;1;0;41005;2007;2
Piso en Nervión, Sevilla;5 hab.;395;140 m²;2;0;0;41005;1970;2
Piso en Nervión, Sevilla;4 hab.;360;158 m²;2;0;1;41005;1962;2
Piso en Nervión, Sevilla;4 hab.;337,8;153 m²;2;0;1;41005;1989;2
Piso en Nervión, Sevilla;4 hab.;295;115 m²;2;0;1;41005;1972;2
Piso en Nervión, Sevilla;3 hab.;290;93 m²;2;0;0;41005;2004;2
Piso en Nervión, Sevilla;3 hab.;274;90 m²;1;0;1;41005;1975;2
Piso en Nervión, Sevilla;3 hab.;259;98 m²;2;0;1;41005;1970;2
Piso en Nervión, Sevilla;2 hab.;241;100 m²;2;0;1;41005;0;2
Piso en Nervión, Sevilla;3 hab.;235;65 m²;1;0;1;41005;1965;2
Piso en Nervión, Sevilla;3 hab.;220;94 m²;1;1;0;41005;2007;2
Piso en Nervión, Sevilla;2 hab.;217;58 m²;1;1;0;41005;2001;2
Piso en niebla, Parque de los Principes - Calle Niebla, Sevilla;2 hab.;120;60 m²;1;0;0;41011;1964;2
Piso en niebla, Plaza de Cuba - República Argentina, Sevilla;4 hab.;550;232 m²;3;1;1;41011;1966;2
Piso en NUESTRA SEÑORA DE VALME, 1, Bellavista, Sevilla;2 hab.;96,26;75 m²;1;0;0;41014;1973;3
Piso en Numancia, Ronda de Triana-Patrocinio-Turruñuelo, Sevilla;3 hab.;196;70 m²;1;0;1;41010;0;5
Piso en Numancia, Ronda de Triana-Patrocinio-Turruñuelo, Sevilla;3 hab.;194,5;67 m²;1;0;1;41010;1969;5
Piso en Pages del Corro, Calle Betis - Pagés del Corro, Sevilla;1 hab.;180;69 m²;1;0;0;41010;1975;5
Piso en Palmete-Padre Pío-Hacienda San Antonio, Sevilla;3 hab.;132,26;84 m²;2;1;1;41016;2005;1
Piso en París, Los Bermejales, Sevilla;3 hab.;259;135 m²;2;1;0;41012;2000;3
Piso en Parlamento - Torneo, Sevilla;3 hab.;75;48 m²;1;0;0;41009;1963;2
Piso en Parlamento - Torneo, Sevilla;3 hab.;135;60 m²;1;0;1;41009;1969;2
Piso en Parlamento - Torneo, Sevilla;1 hab.;135;40 m²;1;0;0;41009;2008;2
Piso en Parlamento - Torneo, Sevilla;3 hab.;141,2;61 m²;1;0;0;41009;0;2
Piso en Parlamento - Torneo, Sevilla;4 hab.;150;118 m²;2;0;0;41009;0;2
Piso en Parlamento - Torneo, Sevilla;3 hab.;375;123 m²;2;1;1;41009;2004;2
Piso en Parlamento - Torneo, Sevilla;3 hab.;374;123 m²;2;1;1;41009;2004;2
Piso en Parlamento - Torneo, Sevilla;3 hab.;370;130 m²;2;1;0;41009;2004;2
Piso en Parlamento - Torneo, Sevilla;3 hab.;317,9;83 m²;2;0;0;41009;0;2
Piso en Parlamento - Torneo, Sevilla;4 hab.;305,5;125 m²;2;0;0;41009;0;2
Piso en Parlamento - Torneo, Sevilla;1 hab.;220;77 m²;1;0;0;41009;0;2
Piso en Parlamento - Torneo, Sevilla;4 hab.;194;102 m²;2;0;0;41009;0;2
Piso en Parlamento - Torneo, Sevilla;4 hab.;150;118 m²;2;0;0;41009;0;2
Piso en Parque Alcosa, Sevilla;3 hab.;39,99;75 m²;1;0;0;41019;1972;0
Piso en Parque Alcosa, Sevilla;3 hab.;83,63;82 m²;1;0;1;41019;1971;0
Piso en Parque Alcosa, Sevilla;3 hab.;86;90 m²;1;0;1;41019;1971;0
Piso en Parque Alcosa, Sevilla;3 hab.;93;90 m²;1;0;1;41019;1971;0
Piso en Parque Alcosa, Sevilla;1 hab.;98;56 m²;1;1;0;41019;2006;0
Piso en Parque Alcosa, Sevilla;3 hab.;107,95;95 m²;1;0;0;41019;1976;0
Piso en Parque Alcosa, Sevilla;2 hab.;126;87 m²;2;1;0;41019;2006;0
Piso en Parque Alcosa, Sevilla;2 hab.;127,26;87 m²;2;1;0;41019;2006;0
Piso en Parque Alcosa, Sevilla;3 hab.;129,9;80 m²;1;1;0;41019;2000;0
Piso en Parque Alcosa, Sevilla;3 hab.;134,5;96 m²;2;1;0;41019;2005;0
Piso en Parque Alcosa, Sevilla;2 hab.;138,5;80 m²;1;1;1;41019;1998;0
Piso en Parque Alcosa, Sevilla;3 hab.;145,26;90 m²;2;1;0;41019;2002;0
Piso en Parque Alcosa, Sevilla;3 hab.;166;102 m²;2;1;1;41019;2007;0
Piso en Parque Alcosa, Sevilla;3 hab.;159,99;110 m²;2;1;1;41019;2000;0
Piso en Parque de los Principes - Calle Niebla, Sevilla;3 hab.;150;77 m²;1;0;1;41011;0;2
Piso en Parque de los Principes - Calle Niebla, Sevilla;7 hab.;668;263 m²;4;0;0;41011;1956;2
Piso en Parque de los Principes - Calle Niebla, Sevilla;5 hab.;443;177 m²;1;0;1;41011;0;2
Piso en Parque de los Principes - Calle Niebla, Sevilla;4 hab.;432;189 m²;3;1;1;41011;1970;2
Piso en Parque de los Principes - Calle Niebla, Sevilla;3 hab.;309;118 m²;2;0;0;41011;1960;2
Piso en Parque de los Principes - Calle Niebla, Sevilla;3 hab.;295;115 m²;2;0;0;41011;0;2
Piso en Parque de los Principes - Calle Niebla, Sevilla;2 hab.;250;111 m²;2;0;1;41011;1996;2
Piso en Parque de los Principes - Calle Niebla, Sevilla;1 hab.;210;69 m²;1;0;0;41011;2005;2
Piso en Parque de los Principes - Calle Niebla, Sevilla;3 hab.;155;68 m²;1;0;1;41011;1970;2
Piso en Parque de los Principes - Calle Niebla, Sevilla;3 hab.;150;77 m²;1;0;1;41011;0;2
Piso en parqueflores 6, Los Carteros - San Diego, Sevilla;4 hab.;174;112 m²;2;1;0;41015;0;0
Piso en Párroco A. Gómez, Cerro del Águila, Sevilla;2 hab.;135;78 m²;1;0;0;41006;0;1
Piso en paseo de Cristóbal Colón, Sevilla, Arenal - Museo, Sevilla;4 hab.;850;200 m²;2;0;1;41001;0;48
Piso en pedro de castro, Prado de San Sebastián - Ramón Carande, Sevilla;5 hab.;515;140 m²;3;1;1;41004;0;53
Piso en pelay correa, Calle Betis - Pagés del Corro, Sevilla;1 hab.;190;50 m²;1;0;0;41010;1988;5
Piso en Peral, Alameda, Sevilla;2 hab.;160;63 m²;1;0;0;41002;1968;17
Piso en Pino Montano, Sevilla;3 hab.;87;78 m²;1;0;1;41008;1976;1
Piso en Pino Montano, Sevilla;2 hab.;90;81 m²;1;1;0;41008;2011;1
Piso en Pino Montano, Sevilla;3 hab.;96,91;82 m²;1;0;0;41008;0;1
Piso en Pino Montano, Sevilla;2 hab.;105;75 m²;1;1;0;41008;1998;1
Piso en Pino Montano, Sevilla;3 hab.;115;90 m²;2;1;0;41008;1998;1
Piso en Pino Montano, Sevilla;2 hab.;117;74 m²;1;1;0;41008;0;1
Piso en Pino Montano, Sevilla;3 hab.;123;90 m²;2;1;1;41008;2007;1
Piso en Pino Montano, Sevilla;3 hab.;125;90 m²;2;1;0;41008;0;1
Piso en Pino Montano, Sevilla;3 hab.;125;83 m²;2;1;0;41008;2010;1
Piso en Pino Montano, Sevilla;2 hab.;126;66 m²;1;0;0;41008;1995;1
Piso en Pino Montano, Sevilla;4 hab.;128;100 m²;2;0;1;41008;0;1
Piso en Pino Montano, Sevilla;3 hab.;136,16;80 m²;2;1;1;41008;2008;1
Piso en Pino Montano, Sevilla;3 hab.;137,865;84 m²;2;1;0;41008;2009;1
Piso en Pino Montano, Sevilla;3 hab.;138,371;81 m²;1;0;0;41008;0;1
Piso en Pino Montano, Sevilla;3 hab.;140;98 m²;2;1;0;41008;2009;1
Piso en Pino Montano, Sevilla;3 hab.;141;92 m²;2;0;0;41008;1996;1
Piso en Pio Xii, Sevilla;2 hab.;52;55 m²;1;0;1;41008;1965;1
Piso en Pio Xii, Sevilla;3 hab.;88;67 m²;1;0;1;41008;1962;1
Piso en Pio Xii, Sevilla;2 hab.;94,3;65 m²;1;0;0;41008;1959;1
Piso en Pio Xii, Sevilla;4 hab.;120;94 m²;1;0;1;41008;1976;1
Piso en Pio Xii, Sevilla;2 hab.;129;80 m²;1;0;0;41008;0;1
Piso en PLAYA DE ROTA, Doctor Fedriani, Sevilla;3 hab.;72;64 m²;1;0;0;41009;0;2
Piso en plaza Ángel Ripoll Pastor, Santa Aurelia, Sevilla;3 hab.;101,2;80 m²;1;0;1;41006;1975;1
Piso en plaza Ángel Ripoll Pastor, Santa Aurelia, Sevilla;3 hab.;101,2;80 m²;1;0;0;41006;0;1
Piso en plaza Aviador Ruiz de Alda, Prado de San Sebastián - Ramón Carande, Sevilla;3 hab.;345;118 m²;2;1;1;41004;1986;53
Piso en plaza Aviador Ruiz de Alda, Prado de San Sebastián - Ramón Carande, Sevilla;1 hab.;187;68 m²;1;0;0;41004;0;53
Piso en plaza Aviador Ruiz de Alda, Prado de San Sebastián - Ramón Carande, Sevilla;1 hab.;185;67 m²;1;0;0;41004;1979;53
Piso en plaza Aviador Ruiz de Alda, Prado de San Sebastián - Ramón Carande, Sevilla;2 hab.;185;68 m²;1;0;0;41004;0;53
Piso en plaza Collao, Parque Alcosa, Sevilla;2 hab.;136,05;91 m²;1;0;0;41019;1973;0
Piso en plaza de Anjolí, s/n, Doctor Fedriani, Sevilla;4 hab.;80;74 m²;1;0;0;41009;1972;2
Piso en plaza de Chapina, Calle Betis - Pagés del Corro, Sevilla;3 hab.;250;80 m²;1;0;0;41010;0;5
Piso en Plaza de Cuba - República Argentina, Sevilla;7 hab.;1100;450 m²;4;1;1;41011;0;2
Piso en Plaza de Cuba - República Argentina, Sevilla;4 hab.;800;395 m²;4;1;1;41011;1981;2
Piso en Plaza de Cuba - República Argentina, Sevilla;4 hab.;795;250 m²;2;1;1;41011;1978;2
Piso en Plaza de Cuba - República Argentina, Sevilla;5 hab.;775;300 m²;3;1;1;41011;0;2
Piso en Plaza de Cuba - República Argentina, Sevilla;5 hab.;775;299 m²;3;1;1;41011;0;2
Piso en Plaza de Cuba - República Argentina, Sevilla;7 hab.;750;300 m²;4;0;1;41011;0;2
Piso en Plaza de Cuba - República Argentina, Sevilla;5 hab.;710;290 m²;4;1;1;41011;0;2
Piso en Plaza de Cuba - República Argentina, Sevilla;5 hab.;700;247 m²;3;0;0;41011;0;2
Piso en Plaza de Cuba - República Argentina, Sevilla;5 hab.;700;264 m²;4;1;0;41011;1971;2
Piso en Plaza de Cuba - República Argentina, Sevilla;5 hab.;670;224 m²;3;1;1;41011;0;2
Piso en Plaza de Cuba - República Argentina, Sevilla;5 hab.;550;189 m²;3;1;1;41011;1972;2
Piso en Plaza de Cuba - República Argentina, Sevilla;4 hab.;550;187 m²;3;1;1;41011;1971;2
Piso en Plaza de Cuba - República Argentina, Sevilla;4 hab.;550;185 m²;3;0;1;41011;0;2
Piso en Plaza de Cuba - República Argentina, Sevilla;4 hab.;550;187 m²;3;0;1;41011;1971;2
Piso en Plaza de Cuba - República Argentina, Sevilla;5 hab.;530;207 m²;3;0;1;41011;1985;2
Piso en Plaza de Cuba - República Argentina, Sevilla;3 hab.;450;148 m²;2;0;0;41011;0;2
Piso en Plaza de Cuba - República Argentina, Sevilla;3 hab.;396,8;141 m²;2;0;0;41011;0;2
Piso en Plaza de Cuba - República Argentina, Sevilla;3 hab.;396;145 m²;2;0;1;41011;2018;2
Piso en Plaza de Cuba - República Argentina, Sevilla;3 hab.;389;142 m²;2;0;0;41011;0;2
Piso en Plaza de Cuba - República Argentina, Sevilla;3 hab.;309;124 m²;1;1;0;41011;0;2
Piso en Plaza de Cuba - República Argentina, Sevilla;4 hab.;275;123 m²;2;1;1;41011;0;2
Piso en plaza de cuba, s/n, Plaza de Cuba - República Argentina, Sevilla;4 hab.;1550;255 m²;3;1;1;41011;0;2
Piso en plaza de la Encarnación, Encarnación-Las Setas, Sevilla;1 hab.;220;75 m²;1;0;0;41003;0;44
Piso en plaza de la Encina del Rey, Parque Alcosa, Sevilla;3 hab.;100;95 m²;2;0;1;41019;1978;0
Piso en Plaza de la Gavidia-San Lorenzo, Sevilla;1 hab.;128;37 m²;1;0;0;41002;1968;17
Piso en Plaza de la Gavidia-San Lorenzo, Sevilla;1 hab.;138;40 m²;1;0;0;41002;1968;17
Piso en Plaza de la Gavidia-San Lorenzo, Sevilla;4 hab.;800;217 m²;3;1;1;41002;0;17
Piso en Plaza de la Gavidia-San Lorenzo, Sevilla;4 hab.;700;200 m²;3;0;0;41002;0;17
